SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_ScreenResult_PS_NG,PSP_HPLC_ResultHighValueCalculatedFromMethodUncertainty,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired
BTX/2011/0451,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-03-07,2011-03-08,Pacific Oysters,NG,,,,NEGATIVE,Unable to analyse,Additional flesh sample requested
BTX/2011/0466,The Wash,B003D,Boston BC,TF44403720,Maretail,2011-03-08,2011-03-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0467,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-03-08,2011-03-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0468,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-03-08,2011-03-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0469,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-03-06,2011-03-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0470,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-03-06,2011-03-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0471,Fal,B033P,Cornwall PHA,SW83883621,East Bank,2011-03-08,2011-03-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0472,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2011-03-08,2011-03-09,Native Oysters,NG,,,,NEGATIVE,Insufficient,Additional flesh sample requested
BTX/2011/0473,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2011-03-08,2011-03-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0474,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2011-03-08,2011-03-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0475,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2011-03-08,2011-03-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0476,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-03-08,2011-03-09,Cockles,NG,,,,NEGATIVE,1.02,Additional flesh and water samples requested
BTX/2011/0477,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2011-03-09,2011-03-09,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0478,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-03-08,2011-03-09,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0488,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2011-03-09,2011-03-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0489,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2011-03-09,2011-03-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0490,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2011-03-09,2011-03-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0491,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2011-03-09,2011-03-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0492,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2011-03-09,2011-03-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0493,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2011-03-09,2011-03-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0494,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2011-03-09,2011-03-10,Surf Clams,,,ND,,NEGATIVE,<RL,
BTX/2011/0497,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2011-03-10,2011-03-11,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0508,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2011-03-14,2011-03-15,Mussels,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0509,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2011-03-14,2011-03-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0510,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2011-03-14,2011-03-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0511,Menai Strait East,B055N,Gwynedd CC,SH59007370,Bangor,2011-03-14,2011-03-15,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0521,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2011-03-15,2011-03-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0522,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2011-03-15,2011-03-16,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0523,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-03-15,2011-03-16,Cockles,,,,,NEGATIVE,<RL,Additional flesh sample requested
BTX/2011/0524,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2011-03-15,2011-03-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0525,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2011-03-14,2011-03-16,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0534,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2011-03-16,2011-03-17,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0535,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2011-03-16,2011-03-17,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0536,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-03-16,2011-03-17,Pacific Oysters,,,,,,<RL,
BTX/2011/0542,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2011-03-17,2011-03-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0543,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2011-03-21,2011-03-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0552,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2011-03-21,2011-03-22,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0553,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-03-21,2011-03-22,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0554,Exe,B026E,Teignbridge DC,SX97808090,Pool,2011-03-21,2011-03-22,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0555,Dart,B028F,South Hams DC,SX87415599,Waddeton,2011-03-21,2011-03-22,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0556,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2011-03-21,2011-03-22,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0557,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2011-03-21,2011-03-22,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0558,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-03-21,2011-03-22,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0559,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-03-21,2011-03-22,Pacific Oysters,NG,,,,NEGATIVE,1.75,Additional flesh and water samples requested
BTX/2011/0560,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2011-03-21,2011-03-22,Pacific Oysters,NG,,,,NEGATIVE,1.25,Additional flesh and water samples requested
BTX/2011/0584,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2011-03-22,2011-03-23,Cockles,,,,,NEGATIVE,,
BTX/2011/0585,St. Austell Bay ,B070W,Cornwall PHA,SX04414929,St. Austell Bay ,2011-03-22,2011-03-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0586,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2011-03-22,2011-03-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0595,Silloth,B059L,Allerdale DC,NY10055345,Lees Scar,2011-03-23,2011-03-24,Mussels,NG,,,Insufficient,,<RL,Additional flesh sample requested
BTX/2011/0596,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2011-03-23,2011-03-24,Manila Clams,,,ND,,NEGATIVE,<RL,
BTX/2011/0597,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2011-03-23,2011-03-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0598,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2011-03-23,2011-03-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0599,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-03-23,2011-03-24,Cockles,,,,,NEGATIVE,,
BTX/2011/0603,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2011-03-24,2011-03-25,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0614,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill No 34,2011-03-28,2011-03-29,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0615,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2011-03-28,2011-03-29,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0616,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2011-03-28,2011-03-29,Pacific Oysters,,,,,,1.62,Additional flesh and water samples requested
BTX/2011/0626,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2011-03-29,2011-03-30,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0634,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-03-30,2011-03-31,Pacific Oysters,,,,,,<RL,
BTX/2011/0635,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2011-03-30,2011-03-31,Mussels,NG,,,,NEGATIVE,Insufficient,Additional flesh sample requested
BTX/2011/0636,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2011-03-30,2011-03-31,Mussels,NG,,,Insufficient,,<RL,Additional flesh sample requested
BTX/2011/0649,Holy Island-Ross Links,B001O,Northumberland CC,NU12333958,Ross Links,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0650,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0651,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0652,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0653,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-04-03,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0654,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-04-03,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0655,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-04-03,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0656,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0657,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2011-04-04,2011-04-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0659,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2011-04-04,2011-04-05,Cockles,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0660,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2011-04-04,2011-04-05,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0661,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-04-04,2011-04-05,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0662,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2011-04-04,2011-04-05,Pacific Oysters,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0664,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2011-04-05,2011-04-05,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0690,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-04-05,2011-04-06,Pacific Oysters,NG,,,,NEGATIVE,1.4,Additional flesh and water samples requested
BTX/2011/0691,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2011-04-05,2011-04-06,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0692,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2011-04-05,2011-04-06,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0693,Southampton Water,B021X,Southampton PHA,SU47780564,Hamble,2011-04-04,2011-04-06,Manila Clams,,,ND,,NEGATIVE,<RL,
BTX/2011/0694,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2011-04-05,2011-04-06,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0695,The Wash,B003L,Boston BC,TF47604700,Wrangle,2011-04-05,2011-04-06,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0696,Camel,B035X,Cornwall CC,SW93428533 ,Porthilly Cove,2011-04-05,2011-04-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0711,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0712,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0713,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0714,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0715,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0716,The Wash,B003D,Boston BC,TF44403720,Maretail,2011-04-06,2011-04-07,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0721,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2011-04-07,2011-04-08,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0722,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2011-04-07,2011-04-08,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0723,The Solent,B24BB,Isle of Wight Council,SZ59509350,Ryde Sands,2011-04-07,2011-04-08,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0741,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0742,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0743,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0744,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0745,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0746,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill No 34,2011-04-11,2011-04-12,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0747,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2011-04-11,2011-04-12,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0748,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2011-04-11,2011-04-12,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0749,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-04-10,2011-04-12,Pacific Oysters,,,,,,<RL,
BTX/2011/0772,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2011-04-12,2011-04-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0773,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2011-04-12,2011-04-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0774,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-04-12,2011-04-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0775,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-04-12,2011-04-13,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0776,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2011-04-12,2011-04-13,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0777,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2011-04-12,2011-04-13,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0778,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2011-04-12,2011-04-13,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0799,Dovey,B041M,Gwynedd CC,SN61429590,Aberdyfi - West,2011-04-13,2011-04-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0800,Poole,B054P,Poole BC,SY99528963,Hamworthy,2011-04-13,2011-04-14,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0808,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2011-04-18,2011-04-18,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0842,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-04-18,2011-04-19,Pacific Oysters,NG,,,,,,
BTX/2011/0843,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2011-04-18,2011-04-19,Pacific Oysters,NG,,,,,,
BTX/2011/0844,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2011-04-18,2011-04-19,Pacific Oysters,NG,,,,,,
BTX/2011/0845,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-04-17,2011-04-19,Mussels,NG,,,,,,
BTX/2011/0846,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-04-17,2011-04-19,Mussels,NG,,,,,,
BTX/2011/0847,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2011-04-18,2011-04-19,Mussels,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0848,Exe,B026E,Teignbridge DC,SX97808090,Pool,2011-04-18,2011-04-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0849,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-04-18,2011-04-19,Mussels,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0850,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-04-18,2011-04-19,Cockles,NG,,,POSITIVE,,<RL,Additional flesh and water samples requested
BTX/2011/0851,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-04-18,2011-04-19,Cockles,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0852,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-04-18,2011-04-19,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0853,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2011-04-18,2011-04-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0884,Dee,B045X,Flintshire CC,SJ12778573,Mostyn Deep,2011-04-19,2011-04-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0885,Dart,B028F,South Hams DC,SX87415599,Waddeton,2011-04-19,2011-04-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0886,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2011-04-19,2011-04-20,Mussels,NG,,,,NEGATIVE,<RL,Additional flesh and water samples requested
BTX/2011/0887,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2011-04-19,2011-04-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0888,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-04-19,2011-04-20,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2011/0889,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2011-04-19,2011-04-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0890,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2011-04-19,2011-04-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0891,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2011-04-19,2011-04-20,Pacific Oysters,NG,,,,,,
BTX/2011/0893,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2011-04-20,2011-04-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0894,Silloth,B059L,Allerdale DC,NY10055345,Lees Scar,2011-04-20,2011-04-21,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0895,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2011-04-19,2011-04-21,Manila Clams,,,ND,,NEGATIVE,<RL,
BTX/2011/0936,Poole,B54BL,Poole BC,SZ01818871,West Brownsea 1,2011-04-26,2011-04-27,Pacific Oysters,NG,,,,,,
BTX/2011/0937,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2011-04-26,2011-04-27,Native Oysters,NG,,,,,,
BTX/2011/0938,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-04-26,2011-04-27,Mussels,NG,,,,,,
BTX/2011/0939,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-04-26,2011-04-27,Mussels,NG,,,,,,
BTX/2011/0940,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2011-04-26,2011-04-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2011/0941,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-04-26,2011-04-28,Cockles,,,,,NEGATIVE,,
BTX/2011/0942,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-04-26,2011-04-28,Cockles,,,,,NEGATIVE,,
BTX/2011/0943,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-04-26,2011-04-28,Mussels,,,,,NEGATIVE,,
BTX/2011/0967,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2011-04-27,2011-04-28,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2011/0968,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2011-04-27,2011-04-28,Mussels,,,,,NEGATIVE,,
BTX/2011/0998,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2011-05-03,2011-05-04,Mussels,,,,,NEGATIVE,,
BTX/2011/0999,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2011-05-03,2011-05-04,Cockles,NG,,,,NEGATIVE,<RL ,
BTX/2011/1000,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-05-03,2011-05-04,Cockles,NG,,,,POSITIVE,<RL ,Additional flesh and water samples requested
BTX/2011/1001,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-05-03,2011-05-04,Cockles,NG,,,,NEGATIVE,<RL ,
BTX/2011/1002,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-05-03,2011-05-04,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1003,Dovey,B041M,Gwynedd CC,SN61429590,Aberdyfi - West,2011-05-03,2011-05-04,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1004,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-05-03,2011-05-04,Mussels,,,,,NEGATIVE,,
BTX/2011/1005,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2011-05-03,2011-05-04,Mussels,NG,,,,NEGATIVE,<RL ,Additional flesh and water samples requested
BTX/2011/1006,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-05-02,2011-05-04,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1007,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-05-02,2011-05-04,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1042,Yealm,B031F,Plymouth PHA,SX54114882,Thorn,2011-05-04,2011-05-05,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1043,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2011-05-04,2011-05-05,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1044,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2011-05-04,2011-05-05,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1045,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-05-02,2011-05-05,Mussels,NG,,,,NEGATIVE,<RL ,
BTX/2011/1046,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2011-05-04,2011-05-05,Native Oysters,NG,,,,NEGATIVE,<RL ,
BTX/2011/1047,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2011-05-04,2011-05-05,Native Oysters,NG,,,,NEGATIVE,<RL ,
BTX/2011/1048,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2011-05-04,2011-05-05,Pacific Oysters,NG,,,,NEGATIVE,<RL ,
BTX/2011/1049,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2011-05-04,2011-05-05,Pacific Oysters,NG,,,,NEGATIVE,<RL ,
BTX/2011/1050,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-05-04,2011-05-05,Pacific Oysters,NG,,,,NEGATIVE,<RL ,
BTX/2011/1051,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2011-05-04,2011-05-05,Cockles,NG,,,insufficient,,<RL ,Additional flesh sample requested
BTX/2011/1052,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2011-05-04,2011-05-05,Cockles,NG,,,,NEGATIVE,<RL ,
BTX/2011/1053,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2011-05-04,2011-05-05,Cockles,NG,,,,NEGATIVE,<RL ,
BTX/2011/1054,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-05-04,2011-05-05,Pacific Oysters,NG,,,,NEGATIVE,<RL ,
