SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCSemiquantResult,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2016/3081,Swale,B076P,Swale BC,TR01316497,The Causeway,2016-09-07,2016-09-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3082,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-09-07,2016-09-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3094,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-09-12,2016-09-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3095,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-09-12,2016-09-13,Mussels,,,,181,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3096,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-09-12,2016-09-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3097,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-09-12,2016-09-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3098,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-09-12,2016-09-13,Mussels,,,,186,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3099,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2016-09-12,2016-09-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3100,The Fleet,B25AI,Weymouth PHA,SY66277627,Fleet Oysters,2016-09-13,2016-09-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3121,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2016-09-12,2016-09-14,Mussels,,,,62,<RL,<RL,,
BTX/2016/3132,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2016-09-13,2016-09-14,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3133,Colne,B012F,Colchester BC,TM0621416012,Pyefleet Spit,2016-09-13,2016-09-14,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3134,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-09-13,2016-09-14,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3135,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2016-09-13,2016-09-14,Mussels,ND,,,33,<RL,<RL,<LOQ,
BTX/2016/3136,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-09-13,2016-09-14,Mussels,ND,,,484,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3137,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-09-13,2016-09-14,Mussels,ND,,,36,<RL,<RL,<LOQ,
BTX/2016/3138,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-09-13,2016-09-14,Mussels,,,,824,98,<RL,,Additional flesh and water samples requested
BTX/2016/3139,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-09-13,2016-09-14,Mussels,Detected,<400,,262,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3140,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-09-13,2016-09-14,Mussels,Detected,<400,,153,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3141,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-09-13,2016-09-14,Mussels,ND,,,67,<RL,<RL,<LOQ,
BTX/2016/3142,Camel,B35AE,Cornwall CC,SW93427530,Porthilly Rock B,2016-09-13,2016-09-14,Mussels,ND,,,39,<RL,<RL,<LOQ,
BTX/2016/3158,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-09-14,2016-09-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3159,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-09-14,2016-09-15,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3160,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2016-09-12,2016-09-15,Mussels,,,,<RL,<RL,<RL,,
BTX/2016/3161,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2016-09-14,2016-09-15,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3162,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-09-14,2016-09-15,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3163,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-09-14,2016-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3164,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2016-09-14,2016-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3165,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-09-14,2016-09-15,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3166,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2016-09-14,2016-09-15,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3167,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-09-14,2016-09-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3168,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-09-13,2016-09-15,Mussels,,,,572,<RL,<RL,,Additional flesh and water sampels requested
BTX/2016/3181,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-09-15,2016-09-16,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3182,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-09-15,2016-09-16,Pacific oysters,ND,,,,,,,
BTX/2016/3203,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-09-19,2016-09-20,Mussels,,,,455,86,<RL,,Additional flesh and water samples requested
BTX/2016/3204,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-09-19,2016-09-20,Mussels,Detected,<400,,151,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3205,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-09-19,2016-09-20,Mussels,Detected,?400,249,152,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3206,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-09-19,2016-09-20,Mussels,ND,,,248,24,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3207,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-09-19,2016-09-20,Mussels,ND,,,,,,,
BTX/2016/3208,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-09-19,2016-09-20,Mussels,,,,104,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3209,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-09-19,2016-09-20,Mussels,,,,104,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3210,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-09-19,2016-09-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3211,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2016-09-19,2016-09-20,Pacific oysters,ND,,,,,,,
BTX/2016/3245,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-09-19,2016-09-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3246,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-09-20,2016-09-21,Pacific oysters,ND,,,<RL,<RL,<RL,1.1,
BTX/2016/3247,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-09-20,2016-09-21,Pacific oysters,ND,,,,,,,
BTX/2016/3248,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-09-20,2016-09-21,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3249,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-09-20,2016-09-21,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3250,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-09-20,2016-09-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3251,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-09-20,2016-09-21,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3252,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-09-20,2016-09-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3253,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-09-20,2016-09-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3254,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-09-19,2016-09-21,Mussels,,,,282,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3270,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-09-21,2016-09-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3271,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2016-09-21,2016-09-22,Mussels,ND,,,30,<RL,<RL,<LOQ,
BTX/2016/3272,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-09-21,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3273,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2016-09-21,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3274,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-09-21,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3275,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-09-21,2016-09-22,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3276,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-09-20,2016-09-22,Mussels,ND,,,,,,,
BTX/2016/3277,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-09-20,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3278,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-09-21,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3279,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-09-21,2016-09-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3280,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-09-22,2016-09-23,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3281,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-09-21,2016-09-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3282,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-09-22,2016-09-23,Pacific oysters,ND,,,,,,,
BTX/2016/3303,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-09-26,2016-09-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3304,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-09-26,2016-09-27,Mussels,ND,,,61,<RL,<RL,<LOQ,
BTX/2016/3305,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-09-25,2016-09-27,Mussels,ND,,,128,<RL,<RL,<LOQ,Additional flesh and water samples have been requested
BTX/2016/3333,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-09-27,2016-09-28,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3334,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-09-27,2016-09-28,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3335,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-09-27,2016-09-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3336,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-09-27,2016-09-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3337,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-09-27,2016-09-28,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3338,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-09-27,2016-09-28,Mussels,,,,287,35,<RL,,Additional flesh and water samples requested
BTX/2016/3339,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-09-27,2016-09-28,Mussels,ND,,,169,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3340,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-09-27,2016-09-28,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3341,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-09-27,2016-09-28,Mussels,ND,,,485,<RL,<RL,1.6,Additional flesh and water samples requested
BTX/2016/3342,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-09-27,2016-09-28,Mussels,Detected,<400,,92,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3343,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-09-27,2016-09-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3345,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2016-09-27,2016-09-28,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3364,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-09-28,2016-09-29,Pacific oysters,,,,<RL,<RL,<RL,,
BTX/2016/3365,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-09-28,2016-09-29,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3366,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-09-28,2016-09-29,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3367,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-09-28,2016-09-29,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3368,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-09-28,2016-09-29,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3369,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2016-09-27,2016-09-29,Mussels,,,,42,<RL,<RL,,
BTX/2016/3373,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-09-28,2016-09-30,Mussels,,,,223,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3398,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2016-10-03,2016-10-04,Cockles,Detected ,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3399,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2016-10-03,2016-10-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3400,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-10-03,2016-10-04,Mussels,,,,297,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3402,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-10-03,2016-10-04,Mussels,ND,,,331,42,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3404,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-10-03,2016-10-04,Mussels,ND,,,326,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3405,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-10-03,2016-10-04,Pacific oysters,ND,,,<RL,<RL,<RL,1.2,
BTX/2016/3406,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-10-03,2016-10-04,Mussels,ND,,,412,48,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3407,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-10-03,2016-10-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3408,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-10-02,2016-10-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3409,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-10-03,2016-10-04,Mussels,,,,53,<RL,<RL,,
BTX/2016/3410,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2016-10-03,2016-10-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3441,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2016-10-04,2016-10-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3442,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-10-04,2016-10-05,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3443,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2016-10-04,2016-10-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3444,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-10-04,2016-10-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3445,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-10-04,2016-10-05,Mussels,ND,,,18,<RL,<RL,<LOQ,
BTX/2016/3446,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-10-04,2016-10-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3447,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-10-04,2016-10-05,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3448,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-10-04,2016-10-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3449,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-10-04,2016-10-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3450,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-10-04,2016-10-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3451,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-10-04,2016-10-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3452,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-10-04,2016-10-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3453,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-10-04,2016-10-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3454,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-10-04,2016-10-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3467,Dee,B45AB,Flintshire CC,SJ1779880428,Salisbury,2016-10-05,2016-10-06,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3468,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-10-05,2016-10-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3469,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-10-05,2016-10-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3470,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-10-05,2016-10-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3471,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-10-05,2016-10-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3496,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-10-10,2016-10-11,Mussels,ND,,,608,52,<RL,<LOQ,
BTX/2016/3497,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-10-10,2016-10-11,Mussels,ND,,,171,<RL,<RL,<LOQ,
BTX/2016/3498,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-10-10,2016-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3499,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-10-10,2016-10-11,Mussels,,,,396,43,<RL,,
BTX/2016/3500,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-10-10,2016-10-11,Mussels,ND,,,243,32,<RL,<LOQ,
BTX/2016/3501,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-10-10,2016-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3502,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-10-11,2016-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3534,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-10-11,2016-10-12,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3535,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2016-10-11,2016-10-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3536,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-10-11,2016-10-12,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3537,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-10-11,2016-10-12,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3538,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-10-11,2016-10-12,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3539,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-10-11,2016-10-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3540,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-10-11,2016-10-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3541,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-10-10,2016-10-12,Mussels,,,,129,<RL,<RL,,Additional flesh and water samples requested
BTX/2016/3542,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-10-11,2016-10-12,Mussels,ND,,,27,<RL,<RL,<LOQ,
BTX/2016/3554,Colne,B012F,Colchester BC,TM0620516085,Pyefleet Spit,2016-10-12,2016-10-13,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3555,Camel,B35AE,Cornwall CC,SW93427530,Porthilly Rock B,2016-10-12,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3556,The Wash,B003M,Boston BC,TF39903920,Welland Wall,2016-10-12,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3557,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-10-11,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3558,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-10-11,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3559,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-10-12,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3560,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-10-12,2016-10-13,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3561,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-10-12,2016-10-13,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3562,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-10-12,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3563,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-10-11,2016-10-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3572,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-10-13,2016-10-14,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2016/3593,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-10-17,2016-10-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3594,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-10-17,2016-10-18,Mussels,,,,166,29,<RL,,Additional flesh and water samples requested
BTX/2016/3595,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-10-17,2016-10-18,Mussels,ND,,,126,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3596,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-10-17,2016-10-18,Mussels,ND,,,156,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3597,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-10-17,2016-10-18,Mussels,ND,,,25,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2016/3598,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-10-17,2016-10-18,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3599,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-10-17,2016-10-18,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3600,Blakeney,B006R,North Norfolk DC,TF91814549,Wells - The Pool,2016-10-17,2016-10-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3601,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-10-17,2016-10-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2016/3602,Burry Inlet,B038I,City and Council of Swansea,SS505113995645,South East 4,2016-10-17,2016-10-18,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
