SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2013/3449,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2013-11-06,2013-11-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3450,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2013-11-06,2013-11-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3451,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2013-11-06,2013-11-07,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3452,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2013-11-06,2013-11-07,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2013/3453,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2013-11-06,2013-11-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3455,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2013-11-07,2013-11-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3456,Blackwater,B014V,Maldon DC,TL912079,Goldhanger,2013-11-07,2013-11-08,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3457,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2013-11-07,2013-11-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3480,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2013-11-11,2013-11-12,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3481,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2013-11-11,2013-11-12,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3508,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2013-11-12,2013-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3509,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2013-11-12,2013-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3510,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2013-11-11,2013-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3511,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2013-11-11,2013-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3513,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2013-11-11,2013-11-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3514,West Mersea,B013W,Colchester BC,TL98291310,Salcott Upper,2013-11-12,2013-11-13,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3527,Lune,B066L,Wyre BC,SD34504760,Sea Centre ,2013-11-13,2013-11-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3528,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2013-11-13,2013-11-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2103/3533,North Kent Coast,B17AM,Canterbury CC,TR0814265429,Pollard,2013-11-13,2013-11-15,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3537,Portland,B25AE,Weymouth PHA,SY69977672,North Eastern Breakwater,2013-11-18,2013-11-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3559,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2013-11-18,2013-11-19,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3560,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2013-11-18,2013-11-19,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3561,Swansea,B037G,Swansea PHA,SS63408850,Mumbles (Swansea Bay south),2013-11-18,2013-11-19,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3562,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2013-11-18,2013-11-19,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3563,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2013-11-18,2013-11-19,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3564,Milford Haven,B39CY,Pembrokeshire CC,SM95500420,Carr Rocks,2013-11-17,2013-11-19,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3594,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels ,2013-11-19,2013-11-20,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3595,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2013-11-19,2013-11-20,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3596,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2013-11-19,2013-11-20,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3597,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2013-11-19,2013-11-20,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3598,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2013-11-19,2013-11-20,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3599,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe ,2013-11-19,2013-11-20,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3612,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2013-11-20,2013-11-21,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3613,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2013-11-20,2013-11-21,Mussels,,,<RL,<RL,<RL,,
BTX/2013/3614,Dee,B45AB,Flintshire CC,SJ1759980409,Salisbury,2013-11-20,2013-11-21,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3619,West Mersea,B13AA,Colchester BC,TM02961223,West Mersea Outfall,2013-11-21,2013-11-22,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3641,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2013-11-25,2013-11-26,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3642,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2013-11-25,2013-11-26,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3690,Colwyn Bay,B069A,Conwy CBC,SH832815,Rhos-on-Sea ,2013-11-27,2013-11-28,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3691,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2013-11-27,2013-11-28,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3692,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2013-11-27,2013-11-28,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3693,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2013-11-27,2013-11-28,Mussels,,,<RL,<RL,<RL,,
BTX/2013/3703,Portland,B25AE,Weymouth PHA,SY69947680,North Eastern Breakwater,2013-12-02,2013-12-02,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3726,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2013-12-02,2013-12-03,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3727,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2013-12-02,2013-12-03,Pacific oysters,ND,,<RL,24,<RL,<LOQ,
BTX/2013/3728,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2013-12-02,2013-12-03,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3729,Anglesey - Red Wharf Bay,B057A,Ynys Mon CC,SH54008085,Traeth Coch,2013-12-02,2013-12-03,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3730,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2013-12-03,2013-12-03,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3758,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3759,Taw/Torridge,B036F,North Devon DC,SS47403210,Cool Stone - Instow ,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3760,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52292843,Breast Sand,2013-12-03,2013-12-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3761,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3762,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3763,The Wash,B003D,Boston BC,TF44443712,Maretail,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3764,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2013-12-03,2013-12-04,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3765,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2013-12-03,2013-12-04,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3766,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3767,Crouch,B015W,Maldon DC,TQ86459657,Purleigh Shawl,2013-12-03,2013-12-04,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3768,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2013-12-03,2013-12-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3769,Roach,B73AF,London PHA,TQ94909207,Paglesham,2013-12-02,2013-12-04,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3789,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2013-12-04,2013-12-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3790,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3791,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3792,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2013-12-04,2013-12-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3793,Exe,B026E,Teignbridge DC,SX97808090,Pool,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3794,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3795,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3796,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2013-12-04,2013-12-05,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3797,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2013-12-04,2013-12-05,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2013/3799,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2013-12-04,2013-12-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3822,The Wash,B003L,Boston BC,TF47734858,Wrangle,2013-12-09,2013-12-10,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3823,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2013-12-09,2013-12-10,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3824,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2013-12-09,2013-12-10,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3826,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2013-12-09,2013-12-10,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3827,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2013-12-09,2013-12-10,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3828,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2013-12-09,2013-12-10,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3856,Lune,B066L,Wyre BC,SD34504760,Sea Centre ,2013-12-10,2013-12-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3857,Morecambe Bay - East,B047A,Lancaster CC,SD443653,Bare Ayre ,2013-12-10,2013-12-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3858,Ribble,B046V,West Lancashire DC,SD31642337,South Gut,2013-12-10,2013-12-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3860,West Mersea,B013W,Colchester BC,TL98291310,Salcott Upper,2013-12-10,2013-12-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3875,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2013-12-10,2013-12-12,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3909,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2013-12-16,2013-12-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3910,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2013-12-16,2013-12-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3911,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2013-12-16,2013-12-17,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3912,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2013-12-16,2013-12-17,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3913,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2013-12-16,2013-12-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3914,Swansea,B037G,Swansea PHA,SS62778801,Mumbles (Swansea Bay south),2013-12-16,2013-12-17,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3938,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels ,2013-12-17,2013-12-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3939,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2013-12-16,2013-12-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3940,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos-on-Sea ,2013-12-16,2013-12-18,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3941,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2013-12-17,2013-12-18,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3942,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,2013-12-17,2013-12-18,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3943,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Motorway Roundabout,2013-12-17,2013-12-18,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3944,Dee,B45AB,Flintshire CC,SJ17608040,Salisbury,2013-12-16,2013-12-18,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/3949,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2013-12-17,2013-12-19,Surf clams,Not tested,,Not tested,Not tested,Not tested,Not tested,Arrived too late for testing
BTX/2014/0026,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2014-01-07,2014-01-08,Mussels,ND,,32,<RL,<RL,<LOQ,
BTX/2014/0027,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2014-01-07,2014-01-08,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0028,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2014-01-07,2014-01-08,Mussels,ND,,23,<RL,<RL,<LOQ,
BTX/2014/0048,West Mersea,B13AA,Colchester BC,TM02691223,West Mersea Outfall,2014-01-08,2014-01-09,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0049,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2014-01-08,2014-01-09,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0050,Dee,B45AG,Wirral BC,SJ21468468,West Kirby,2014-01-08,2014-01-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0051,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-01-08,2014-01-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0052,Lune,B066L,Wyre BC,SD34504760,Sea Centre ,2014-01-08,2014-01-09,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0059,Portland,B25AE,Weymouth PHA,SY69947680,North Eastern Breakwater,2014-01-13,2014-01-13,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0066,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2014-01-13,2014-01-14,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0067,The Wash,B003D,Boston BC,TF44443712,Maretail,2014-01-13,2014-01-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0068,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2014-01-13,2014-01-14,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0069,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2014-01-13,2014-01-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0070,The Wash,B003L,Boston BC,TF47734858,Wrangle,2014-01-13,2014-01-14,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0071,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2014-01-13,2014-01-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0072,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2014-01-13,2014-01-14,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0073,West Mersea,B013W,Colchester BC,TL98211312,Salcott Upper,2014-01-13,2014-01-14,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0075,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2014-01-14,2014-01-14,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0088,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2014-01-13,2014-01-15,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0089,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels ,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0090,Conwy,B044H,Conwy CBC,SH761797,Morfa ,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0091,Colwyn Bay,B069A,Conwy CBC,SH832815,Rhos-on-Sea ,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0092,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52292843,Breast Sand,2014-01-14,2014-01-15,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0093,Exe,B026E,Teignbridge DC,SX97808090,Pool,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0094,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0095,Langstone Harbour,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,2014-01-14,2014-01-15,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0096,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2014-01-14,2014-01-15,Hard clams,Not tested,,Not tested,Not tested,Not tested,Not tested,Additional flesh sample requested
BTX/2014/0097,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2014-01-14,2014-01-15,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0098,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2014-01-14,2014-01-15,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0099,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2014-01-14,2014-01-15,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0100,Anglesey - Red Wharf Bay,B057A,Ynys Mon CC,SH54008085,Traeth Coch,2014-01-14,2014-01-15,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0105,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0106,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2014-01-15,2014-01-16,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0107,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0108,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0109,Fal,B033Z,Cornwall PHA,SW84073879,Turnaware Pontoon,2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0110,Swansea,B037G,Swansea PHA,SS63408850,Mumbles (Swansea Bay south),2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0111,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2014-01-15,2014-01-16,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0113,Roach,B73AF,London PHA,TQ94909207,Paglesham,2014-01-16,2014-01-17,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0114,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2014-01-16,2014-01-17,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0115,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2014-01-16,2014-01-17,Pacific Oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0120,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2014-01-20,2014-01-21,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0121,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2014-01-20,2014-01-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0122,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2014-01-20,2014-01-21,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0124,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2014-01-20,2014-01-21,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0129,Poole,B54BL,Poole BC,SZ01818870,West Brownsea 1,2014-01-20,2014-01-21,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0133,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2014-01-21,2014-01-22,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0134,Portsmouth Harbour,B020I,Portsmouth PHA,SU63930370,Tipner Bridge,2014-01-21,2014-01-22,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0135,North Kent Coast,B17AM,Canterbury CC,TR0819065474,Pollard,2014-01-21,2014-01-22,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0144,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2014-01-22,2014-01-23,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0153,Crouch,B015W,Maldon DC,TQ86459657,Purleigh Shawl,2014-01-28,2014-01-29,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0154,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2014-01-28,2014-01-29,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0157,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2014-01-30,2014-01-31,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0158,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2014-01-30,2014-01-31,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0159,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2014-01-30,2014-01-31,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0160,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2014-01-30,2014-01-31,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0172,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2013-02-03,2014-02-04,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0178,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2014-02-04,2014-02-04,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0199,Solent,B024T,Southampton PHA,SZ56409900,Off Browndown ,2014-02-04,2014-02-05,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0200,Southampton Water,,Southampton PHA,SU48760530,Hamble Estuary,2014-02-04,2014-02-05,Tapes spp,Not tested,,Not tested,Not tested,Not tested,Not tested,
BTX/2014/0201,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2014-02-04,2014-02-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0202,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2014-02-04,2014-02-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2014/0203,Lune,B066G,Wyre BC,SD34004870,Knott Spit ,2014-02-04,2014-02-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
