SampleNumber,NameOfSite,BedId,LocalAuthority,GridReference,BedName,DateSampleCollected,DateSampleArrivedAtWeymouth,DateSampleArrivedAtBurnham,SpeciesSampled,PSPResultSTXequivalent,DSPResultNegative,DSPResultPositive,DomoicAcid,SampleNumber2
BTX/2005/1108,Exe,B26AA,Teignbridge DC,SX977809,Pool,2005-11-01,2005-11-02,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1108
BTX/2005/1140,Salcombe,B029D,South Hams DC,SX7554148,Geese quarries,2005-11-07,2005-11-08,,Pacific Oysters,ND,,NEGATIVE,<RL,BTX/2005/1140
BTX/2005/1141,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1141
BTX/2005/1142,Swale,B076F,London PHA,TR042651,River Swale #6,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1142
BTX/2005/1143,Blackwater,B014D,Maldon DC,TL925077,Goldhanger,2005-11-07,2005-11-08,,Pacific Oysters,ND,,NEGATIVE,<RL,BTX/2005/1143
BTX/2005/1144,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1144
BTX/2005/1145,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1145
BTX/2005/1146,Lymington River,B24AF,New Forest DC,SZ34809375,No. 3 Post,2005-11-07,2005-11-08,,Native Oysters,ND,,NEGATIVE,<RL,BTX/2005/1146
BTX/2005/1147,Liverpool Bay- N. Wirral,B058D,Mersey PHA,SJ250920,Leasowe Lighthouse,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1147
BTX/2005/1148,Exe,B26AT,East Devon DC,SY99698050,Beacon Point,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1148
BTX/2005/1149,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2005-11-07,2005-11-08,,Native Oysters,ND,,NEGATIVE,<RL,BTX/2005/1149
BTX/2005/1150,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2005-11-07,2005-11-08,,Native Oysters,ND,,NEGATIVE,<RL,BTX/2005/1150
BTX/2005/1151,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1151
BTX/2005/1152,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2005-11-07,2005-11-08,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1152
BTX/2005/1154,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels,2005-11-08,2005-11-09,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1154
BTX/2005/1155,Burry Inlet,B038B,Carmarthenshire CC,SS48309960,North West,2005-11-08,2005-11-09,,Cockles,UNSUITABLE,UNSUITABLE,,UNSUITABLE,BTX/2005/1155
BTX/2005/1156,Conwy,B044H,Conwy County BC,SH761797,Morfa,2005-11-08,2005-11-09,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1156
BTX/2005/1171,Fleet Lagoon,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2005-11-14,2005-11-14,,Pacific Oysters,ND,,NEGATIVE,<RL,BTX/2005/1171
BTX/2005/1172,North Kent Coast,B17AM,Canterbury CC,TR082669,Pollard,2005-11-14,2005-11-15,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1172
BTX/2005/1173,North Kent Coast,B17AM,Canterbury CC,TR082669,Pollard,2005-11-14,2005-11-15,,Pacific Oysters,INSUFFICIENT,,NEGATIVE,<RL,BTX/2005/1173
BTX/2005/1174,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2005-11-14,2005-11-15,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1174
BTX/2005/1175,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,2005-11-14,2005-11-15,,Pacific Oysters,ND,,NEGATIVE,<RL,BTX/2005/1175
BTX/2005/1176,Yealm,B031E,Plymouth PHA,SX544494,Fox cove,2005-11-14,2005-11-15,,Mussels,ND,,NEGATIVE,<RL,BTX/2005/1176
BTX/2005/1177,North Kent Coast,B17AD,Thanet DC,TR274697,Minnis Bay,2005-11-14,2005-11-15,,Cockles,ND,,NEGATIVE,<RL,BTX/2005/1177
BTX/2005/1178,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2005-11-14,2005-11-15,,Native Oysters,ND,,NEGATIVE,<RL,BTX/2005/1178
